Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
-57.013919830322266,83.23023986816406,-30.47574806213379,-7.992428779602051,0.1086509972810745,0.1992570012807846,-0.526639997959137,-0.2704359889030456
-72.62095642089844,75.42671966552734,-4.341148853302002,-3.5521891117095947,0.0724330022931099,0.3441689908504486,-0.3632000088691711,-0.0180300008505582
-83.05487823486328,58.76752471923828,25.03835105895996,1.5223710536956787,-0.0362210012972354,0.4347389936447143,-0.2360800057649612,0.0721149966120719
-85.75103759765625,35.356964111328125,50.9317741394043,0.5074589848518372,-0.1629839986562729,0.4347389936447143,0.0544800013303756,0.2704339921474457
-79.13119506835938,8.702242851257324,65.09532928466797,-9.927104949951172,-0.2716380059719085,0.4347389936447143,0.8535199761390686,0.9555360078811646
-64.2913589477539,-17.689437866210938,72.81292724609375,-17.253501892089844,-0.2716380059719085,0.4166249930858612,1.6525599956512451,1.730782985687256
-42.327518463134766,-40.79311752319336,78.513427734375,-9.134204864501951,-0.1992020010948181,0.4166249930858612,2.3063199520111084,2.4699718952178955
-18.127838134765625,-62.23087692260742,77.39524841308594,-5.582013130187988,-0.1810930073261261,0.3441689908504486,3.1053600311279297,3.191132068634033
8.307682037353516,-77.88175964355469,68.0771255493164,-3.6790530681610103,-0.1448750048875808,0.2354850023984909,3.541199922561645,3.5877699851989746
34.655521392822266,-84.37007904052734,51.89647674560547,2.600714921951294,-0.0362210012972354,0.0905729979276657,3.2506399154663086,3.2632479667663574
57.01392364501953,-83.09871673583984,34.159149169921875,12.876699447631836,-0.0181120000779628,3.000000106112566e-06,2.233680009841919,2.1815080642700195
73.78272247314453,-74.13343811035156,13.111150741577148,21.05942726135254,-0.0181120000779628,-0.1630229949951172,0.9806399941444396,0.7211589813232422
83.29600524902344,-58.98671722412109,-15.303648948669434,14.716226577758787,-3.000000106112566e-06,-0.3622770011425018,0.0363200008869171,-0.3966389894485473
85.53184509277344,-36.189918518066406,-44.50774765014648,6.565215110778809,0.0543240010738372,-0.4528470039367676,-0.9079999923706056,-1.3521759510040283
80.51216125488281,-7.935037136077881,-62.48624801635742,15.984867095947266,0.1448689997196197,-0.4347330033779144,-2.378959894180298,-2.7404088973999023
65.67232513427734,18.522403717041016,-67.06857299804688,29.781326293945312,0.1267600059509277,-0.4528470039367676,-4.158639907836914,-4.561337947845459
43.16048049926758,41.01232147216797,-68.0771255493164,27.656354904174805,-3.000000106112566e-06,-0.5253030061721802,-5.520639896392822,-6.111832141876221
18.17168235778809,61.48560333251953,-70.86160278320312,14.240487098693848,-0.0724390000104904,-0.5615310072898865,-6.701039791107178,-7.4099202156066895
-7.803517818450928,77.28992462158203,-68.42792510986328,1.0149149894714355,-0.1448750048875808,-0.4890750050544739,-7.300320148468018,-8.004877090454102
-33.34031677246094,85.24687957763672,-55.44832229614258,-6.406629085540772,-0.1629839986562729,-0.3441630005836487,-6.918960094451904,-7.482036113739014
-56.57551956176758,83.53712463378906,-36.89977264404297,-17.06320571899414,-0.1629839986562729,-0.1630229949951172,-5.393519878387451,-5.787310123443604
-74.00191497802734,73.93616485595703,-17.737323760986328,-31.208541870117188,-0.1086570024490356,0.0181169994175434,-3.1053600311279297,-3.245220899581909
-83.75631713867188,58.76752471923828,3.442225933074951,-37.93233489990234,-0.0181120000779628,0.2898269891738891,-0.6719200015068054,-0.4326969981193542
-84.80847930908203,37.63664245605469,32.602474212646484,-25.81682014465332,0.0543240010738372,0.507194995880127,1.0169600248336792,1.5324640274047852
-79.28463745117188,10.192803382873535,58.6932258605957,-17.570661544799805,0.0362149998545646,0.6339930295944214,3.0145599842071533,3.605798959732056
-66.43952178955078,-18.65391731262207,68.515625,-29.242149353027344,0.0181060004979372,0.6521070003509521,5.26639986038208,5.859424114227295
-44.21263885498047,-41.40687561035156,66.41082763671875,-35.2681884765625,0.1267600059509277,0.7245630025863647,7.1550397872924805,7.9507880210876465
-17.864797592163086,-60.19231796264648,65.92847442626953,-21.97918510437012,0.2535229921340942,0.8151329755783081,8.226479530334473,9.212818145751951
7.913122177124023,-75.9089584350586,67.85787963867188,-0.2854410111904144,0.2897410094738006,0.760791003704071,8.89840030670166,9.861862182617188
32.55120086669922,-85.3783950805664,59.219425201416016,10.022258758544922,0.2897410094738006,0.5615370273590088,8.662320137023926,9.447195053100586
56.15904235839844,-83.8878402709961,38.89495086669922,17.47551918029785,0.2535229921340942,0.3803969919681549,7.082399845123291,7.662323951721191
74.63760375976562,-73.47583770751953,17.561925888061523,31.081682205200195,0.199195995926857,0.1630290001630783,4.412879943847656,4.723597049713135
84.76464080810547,-58.08799743652344,-0.1315490007400512,45.13187026977539,0.0905420035123825,-0.1086810007691383,1.4528000354766846,1.4242899417877195
85.46607971191406,-37.307838439941406,-24.77524948120117,39.58156967163086,-0.0181120000779628,-0.380391001701355,-0.8172000050544739,-1.2620309591293335
79.19696044921875,-10.916156768798828,-53.21197509765625,24.38960647583008,-0.090548001229763,-0.5615310072898865,-3.0871999263763428,-3.768062114715576
66.81216430664062,18.17168235778809,-68.34022521972656,27.40262794494629,-0.0724390000104904,-0.6158729791641235,-5.556960105895996,-6.274093151092529
45.59360122680664,42.0206413269043,-66.84932708740234,36.25139236450195,-0.1448750048875808,-0.6883289813995361,-7.717999935150146,-8.617862701416016
18.98272132873535,60.521121978759766,-63.01244735717773,28.417539596557617,-0.2897469997406006,-0.797012984752655,-8.9891996383667,-10.078211784362791
-7.387038230895996,75.68976593017578,-64.70067596435547,4.88426685333252,-0.3078559935092926,-0.7788990139961243,-9.642959594726562,-10.799371719360352
-31.893598556518555,85.53184509277344,-59.1317253112793,-10.339412689208984,-0.3259649872779846,-0.5977590084075928,-9.552160263061523,-10.54696559906006
-55.084957122802734,84.74272155761719,-40.320072174072266,-18.07811737060547,-0.2716380059719085,-0.4166190028190613,-8.117520332336426,-8.834211349487305
-73.95807647705078,74.28688049316406,-17.868873596191406,-30.16191291809082,-0.1810930073261261,-0.144908994436264,-5.375360012054443,-5.787310123443604
-84.47967529296875,58.50448226928711,-0.2192489951848983,-45.95648193359375,-0.090548001229763,0.0905729979276657,-2.1791999340057373,-2.2355968952178955
-85.3783950805664,37.5489616394043,21.442651748657227,-46.36878967285156,0.0362149998545646,0.4166249930858612,0.5629600286483765,0.9555360078811646
-78.75856018066406,11.68336296081543,49.39702606201172,-30.574220657348636,0.1448689997196197,0.6339930295944214,3.03272008895874,3.732002019882202
-66.26416015625,-16.98799705505371,67.41937255859375,-27.2757568359375,0.1810870021581649,0.7245630025863647,5.611440181732178,6.436351776123047
-45.76895904541016,-41.53839874267578,68.03327941894531,-34.69729995727539,0.2173050045967102,0.7970190048217773,7.899600028991699,8.870266914367676
-19.28959846496582,-60.25807571411133,62.74935150146485,-30.44735717773437,0.3621770143508911,0.8875889778137207,9.29792022705078,10.474847793579102
7.606242179870605,-75.03215789794922,62.81512451171875,-8.436452865600586,0.3983950018882751,0.9419310092926024,10.006159782409668,11.286152839660645
32.15664291381836,-84.74271392822266,58.73707580566406,10.117406845092772,0.3983950018882751,0.760791003704071,9.969840049743652,11.051775932312012
54.8876838684082,-84.47967529296875,41.72327423095703,19.346763610839844,0.2897410094738006,0.5615370273590088,8.662320137023926,9.447195053100586
73.71696472167969,-74.39647674560547,19.05282592773437,29.876474380493164,0.2173050045967102,0.3079409897327423,5.992800235748291,6.490438938140869
84.83039855957031,-58.32911682128906,0.6577510237693787,45.98820114135742,0.1267600059509277,0.0181169994175434,2.6695199012756348,2.776464939117432
85.77296447753906,-37.54895782470703,-21.09184837341309,46.876251220703125,-3.000000106112566e-06,-0.2354789972305297,-0.0544800013303756,-0.3064939975738525
76.08432006835938,-14.79599666595459,-62.48624801635742,-2.9178690910339355,0.0724330022931099,-0.3622770011425018,-0.0363200008869171,-0.3425520062446594
64.77360534667969,16.352323532104492,-92.80852508544922,-23.81871223449707,0.2535229921340942,-0.2898209989070892,-0.0544800013303756,-0.1622619926929474
49.60496139526367,44.69488143920898,-95.61492156982422,-2.029820919036865,0.2897410094738006,-0.2717069983482361,-0.0544800013303756,-0.0721170008182525
20.977441787719727,62.34048461914063,-75.57547760009766,14.462498664855955,0.3259589970111847,-0.2535929977893829,-0.0544800013303756,-9.999999974752427e-07
-7.080158233642578,76.67616271972656,-60.27182388305664,15.44569492340088,0.2897410094738006,-0.2173649966716766,-0.0544800013303756,-0.0180300008505582
-33.03343963623047,84.457763671875,-56.93922424316406,-10.212549209594728,0.199195995926857,-0.1267949938774109,-0.0726400017738342,-0.0540880002081394
-53.72591781616211,85.9921646118164,-38.08372497558594,-11.290892601013184,0.199195995926857,3.000000106112566e-06,-0.0544800013303756,0.0901440009474754
-70.93312072753906,77.57488250732422,-1.7759239673614502,8.88048267364502,0.1267600059509277,0.126800999045372,-0.0363200008869171,0.1442310065031051
-84.10704040527344,58.63600158691406,32.20782470703125,12.052083015441896,-0.0362210012972354,0.1992570012807846,-0.0544800013303756,0.0540859997272491
-86.29904174804688,35.839202880859375,50.47135162353516,-1.046625018119812,-0.1267659962177276,0.271712988615036,-0.0726400017738342,0.018028000369668
-79.02159881591797,10.324322700500488,63.29747772216797,-10.339412689208984,-0.2173109948635101,0.3079409897327423,-0.0544800013303756,-9.999999974752427e-07
-64.51055908203125,-15.650876998901367,80.22357940673828,-0.8880450129508972,-0.2897469997406006,0.3441689908504486,-0.0908000022172927,-0.0180300008505582
-44.25647735595703,-40.04783630371094,89.78287506103516,8.626754760742188,-0.3078559935092926,0.3622829914093017,-0.0544800013303756,-0.0540880002081394
-20.078718185424805,-61.92399597167969,83.29307556152344,1.2686430215835571,-0.3259649872779846,0.3079409897327423,-0.0726400017738342,-0.1262039989233017
7.387042045593262,-77.3995132446289,68.515625,-3.869349002838135,-0.2897469997406006,0.2354850023984909,-0.0726400017738342,-0.1622619926929474
33.16496276855469,-84.89615631103516,52.02802658081055,-0.253724992275238,-0.2173109948635101,0.126800999045372,-0.0363200008869171,-0.1622619926929474
54.865760803222656,-84.4139175415039,31.59392547607422,2.505567073822021,-0.1629839986562729,0.0181169994175434,-0.0544800013303756,-0.2163490056991577
72.0072021484375,-75.68975830078125,4.428851127624512,0.1902990043163299,-0.090548001229763,-0.0543389990925788,-0.0544800013303756,-0.2704359889030456
82.85760498046875,-59.62239837646485,-24.687549591064453,-3.837632894515991,-3.000000106112566e-06,-0.1811369955539703,-0.0544800013303756,-0.2704359889030456
86.10176086425781,-36.16799545288086,-49.92322540283203,-1.3955010175704956,0.1448689997196197,-0.2354789972305297,-0.0544800013303756,-0.1983200013637542
79.59152221679688,-9.579036712646484,-69.17337036132812,1.0149149894714355,0.2173050045967102,-0.2717069983482361,-0.0544800013303756,-0.1442330032587051
65.19007873535156,16.81264305114746,-81.01287078857422,1.5858030319213867,0.2897410094738006,-0.2898209989070892,-0.0544800013303756,-0.1262039989233017
44.51952362060547,41.10000228881836,-85.00322723388672,0.697754979133606,0.2897410094738006,-0.2717069983482361,-0.0363200008869171,-0.0721170008182525
