Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
67.81885528564453,-76.57084655761719,8.633246421813965,-0.063256911933422,-0.5989491939544678,1.129222750663757,-0.4936767518520355,0.0
69.30973052978516,-75.43224334716797,6.040109634399414,-0.063256911933422,-0.6341814994812012,1.129222750663757,-0.4584141373634338,0.0
70.70543670654297,-74.23039245605469,3.3837263584136963,-0.031628455966711,-0.6694138050079346,1.129222750663757,-0.4584141373634338,0.0
72.03770446777344,-72.93365478515625,0.7273430824279785,-0.063256911933422,-0.704646110534668,1.0939346551895142,-0.3878888785839081,0.0352292656898498
73.36997985839844,-71.47877502441406,-1.992287516593933,-0.063256911933422,-0.704646110534668,1.0939346551895142,-0.3878888785839081,0.0352292656898498
74.57536315917969,-70.02389526367188,-4.806788921356201,-0.063256911933422,-0.7398784160614014,1.0939346551895142,-0.3526262640953064,0.0
75.81246948242188,-68.63227081298828,-7.494795799255371,-0.063256911933422,-0.7751107215881348,1.0939346551895142,-0.3173636198043823,0.0
76.79581451416016,-67.11414337158203,-10.246049880981444,-0.2530276477336883,-0.7398784160614014,1.0586464405059814,-0.2821010053157806,0.0
77.58882904052734,-65.34298706054688,-13.02892780303955,-0.2530276477336883,-0.704646110534668,1.0233582258224487,-0.2468383759260177,0.0
66.13765716552734,-61.32625579833984,-11.131511688232422,-1.1386244297027588,4.897290229797363,-0.0705764219164848,-1.163666605949402,3.734302282333374
39.96808242797852,-47.88445281982422,-1.5495569705963137,-1.23350989818573,4.4745025634765625,0.2117292732000351,-0.7405151128768921,3.9104485511779785
57.12897872924805,-53.00815200805664,-12.364831924438477,-1.518165946006775,4.96775484085083,-0.2470174878835678,-1.2694544792175293,3.69907283782959
60.523094177246094,-51.42676544189453,-16.033170700073242,-1.5814229249954224,4.650664329528809,-0.4234585464000702,-1.0931414365768433,2.9240291118621826
52.30743408203125,-46.176551818847656,-14.70497989654541,-1.8028221130371092,6.200885772705078,0.5646113753318787,-0.7405151128768921,6.024204254150391
66.45486450195312,-48.95979690551758,-22.990365982055664,-1.676308274269104,6.975996494293213,0.1764410585165023,-0.8815656304359436,6.3060383796691895
69.97586059570312,-49.59235382080078,-26.215974807739254,-2.05584979057312,8.350056648254395,-0.1764410585165023,-1.23419189453125,6.90493631362915
47.232120513916016,-36.94124221801758,-16.63401985168457,-1.8660789728164675,9.75934886932373,-1.0939346551895142,-1.7631312608718872,6.90493631362915
49.96010208129883,-34.22125244140625,-20.08099365234375,-1.4865374565124512,10.745853424072266,-0.7410524487495422,-1.3399797677993774,8.666399002075195
52.11710739135742,-33.968231201171875,-23.84420394897461,-1.4865374565124512,11.661892890930176,-0.6351878046989441,-1.304717183113098,9.72327709197998
42.02992630004883,-27.26314353942871,-22.80062484741211,-2.024221181869507,12.401771545410156,-0.5998995900154114,-1.5515555143356323,10.251716613769531
47.86653518676758,-27.57942008972168,-27.765531539916992,-2.213992118835449,13.740598678588867,-1.2703756093978882,-2.151020050048828,10.286945343017578
54.97196960449219,-30.20452690124512,-34.69110107421875,-2.46701979637146,14.903264999389648,-1.5173931121826172,-2.080494880676269,11.308594703674316
48.59611129760742,-26.40919303894043,-33.20479202270508,-2.751675844192505,16.206859588623047,-1.7291224002838137,-2.1862828731536865,12.330243110656738
46.88319396972656,-23.18315887451172,-38.29619216918945,-3.479130268096924,17.334293365478516,-1.9761399030685425,-2.0452322959899902,13.387121200561523
45.77296829223633,-21.317121505737305,-39.18165588378906,-3.795414924621582,18.21510124206543,-1.9761399030685425,-2.0452322959899902,14.303081512451172
44.82134628295898,-19.292943954467773,-40.79446029663086,-4.1433281898498535,18.70835494995117,-1.5879695415496826,-1.8689191341400144,15.289501190185549
39.07990264892578,-12.113438606262209,-38.73892593383789,-3.8586719036102295,19.83578872680664,-1.9761399030685425,-2.3978586196899414,15.46564769744873
45.48748397827149,-12.71436595916748,-43.89357376098633,-3.700529575347901,20.85752487182617,-2.5407512187957764,-2.7857472896575928,15.53610610961914
47.29556274414063,-9.583215713500977,-45.8542366027832,-3.352616548538208,21.73833274841309,-2.5407512187957764,-2.8562726974487305,16.34638023376465
50.08698272705078,-7.084621906280518,-50.5977783203125,-3.03633189201355,22.83053398132324,-2.8936333656311035,-2.715222120285034,17.22711181640625
55.13057327270508,-7.5906662940979,-54.99346160888672,-2.783304214477539,23.95796775817871,-2.8583452701568604,-2.679959535598755,18.38967704772949
55.003692626953125,-7.9069437980651855,-56.00541687011719,-2.8465611934661865,25.296794891357425,-3.2112274169921875,-2.8915352821350098,19.199949264526367
49.83321762084961,-2.8781275749206543,-58.75667190551758,-3.1628458499908447,26.142370223999023,-3.140650987625122,-2.926797866821289,20.04545211791992
51.5144157409668,-4.617655277252197,-61.0335693359375,-3.637272596359253,26.952713012695312,-3.2465155124664307,-2.997323036193848,20.714807510375977
42.69606018066406,-0.2530221939086914,-58.44043350219727,-4.174956321716309,27.833520889282227,-3.7405505180358887,-3.3146867752075195,20.785266876220703
43.267032623291016,4.9655609130859375,-63.40534210205078,-4.396355628967285,28.467702865600582,-3.775838851928711,-3.27942419052124,21.45462226867676
51.54613494873047,2.3404555320739746,-69.22408294677734,-4.617754936218262,29.101884841918945,-3.88170337677002,-3.385211944580078,21.87737464904785
45.77296829223633,7.306016445159912,-67.26342010498047,-4.52286958694458,29.947460174560547,-3.952279806137085,-3.455737352371216,22.546730041503903
41.30035018920898,13.188782691955566,-68.05401611328125,-4.396355628967285,30.93396377563477,-4.446314811706543,-3.632050514221192,22.93425178527832
46.21706008911133,10.879955291748049,-69.3822021484375,-4.174956321716309,31.709074020385746,-4.411026477813721,-3.632050514221192,23.63883781433105
40.50733184814453,15.750632286071776,-67.83264923095703,-3.890300273895264,32.343257904052734,-4.516891002655029,-3.596787691116333,24.272964477539062
38.03311920166016,20.6845645904541,-70.36253356933594,-3.827043294906616,33.1888313293457,-4.728620529174805,-3.667313098907471,24.836631774902344
38.66753005981445,20.652936935424805,-70.3309097290039,-3.637272596359253,33.89347839355469,-4.834485054016113,-3.8436262607574463,25.22415351867676
27.62872886657715,27.67430305480957,-66.82069396972656,-3.6056442260742183,34.492427825927734,-4.869773387908936,-4.019939422607422,25.576446533203125
28.70723342895508,30.931964874267575,-70.14117431640625,-3.479130268096924,34.80951690673828,-4.728620529174805,-3.914151430130005,26.14011573791504
29.27820587158203,30.109642028808597,-70.55227661132812,-3.5423872470855717,35.47893142700195,-5.010926246643066,-4.055202007293701,26.42194938659668
26.07441520690918,34.12636947631836,-70.86851501464844,-3.510758876800537,36.148345947265625,-5.32852029800415,-4.12572717666626,26.70378303527832
26.455062866210938,36.43519973754883,-74.94795989990234,-3.6056442260742183,36.50066757202149,-5.293231964111328,-4.0904645919799805,27.12653541564941
24.424938201904297,37.28914642333984,-73.99925231933594,-3.700529575347901,36.95868682861328,-5.434384822845459,-4.196252346038818,27.337909698486328
19.76199531555176,40.57843780517578,-73.58814239501953,-3.890300273895264,37.41670989990234,-5.540249347686768,-4.160989761352539,27.69020271301269
