Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
-10.346022605895996,-67.9119644165039,78.02560424804688,-0.2019457370042801,-0.0371283032000064,0.0185805149376392,0.1301190108060836,0.0278436131775379
11.637972831726074,-79.1339111328125,67.25344848632812,-0.1708771586418151,-0.0185641516000032,-0.0278707724064588,0.1301190108060836,0.0371248163282871
32.48630142211914,-84.81224060058594,51.84098434448242,-0.6058372259140015,-0.0278462264686822,0.0,0.1394132226705551,0.0278436131775379
51.80304336547852,-84.02473449707031,31.964290618896484,-0.233014315366745,0.0185641516000032,-0.0092902574688196,0.1115305796265602,0.0371248163282871
67.45231628417969,-78.22206115722656,10.730721473693848,0.0621371492743492,0.0371283032000064,-0.0185805149376392,0.1115305796265602,0.0185624081641435
46.7915267944336,-73.56956481933594,-17.24580192565918,-80.59188079833984,2.469032049179077,0.0836123153567314,0.1394132226705551,-2.5244874954223637
28.568775177001957,-55.3118782043457,-35.227012634277344,-108.32058715820312,6.618120193481445,0.0929025784134864,0.176590085029602,-6.756716728210449
33.51778030395508,-32.70219039916992,-50.038719177246094,-86.83666229248047,10.84146499633789,0.4552226066589355,0.2974148690700531,-11.499411582946776
35.799530029296875,-11.708959579467772,-70.75440216064453,-82.4249267578125,14.322242736816406,0.5481252074241638,0.3531801700592041,-15.165487289428713
23.515581130981445,6.641984939575195,-81.5058364868164,-89.8503189086914,17.097583770751953,0.7525108456611633,0.5576528906822205,-18.36750221252441
17.826831817626953,27.41761589050293,-84.79962921142578,-68.11785125732422,18.953998565673828,0.9290257692337036,0.6320065855979919,-20.51146125793457
19.62931251525879,54.741973876953125,-84.37495422363281,-16.466344833374023,19.88220596313477,1.0312185287475586,0.7342429757118225,-21.690174102783203
5.178220748901367,68.0570297241211,-78.49170684814453,-7.611800670623779,19.6223087310791,1.0962504148483276,0.7807140350341797,-21.541675567626957
-3.8029186725616455,76.65741729736328,-66.41446685791016,13.0332670211792,18.30425262451172,1.0683796405792236,0.7900082468986511,-20.242305755615234
-4.240514755249023,90.24188232421876,-49.41725158691406,65.46148681640625,15.909478187561035,0.9847673177719116,0.7993024587631226,-17.782787322998047
-17.41007423400879,86.4908676147461,-30.54526710510254,69.09651184082031,12.595776557922363,0.8639939427375793,0.7342429757118225,-14.283773422241213
-24.48454475402832,79.95250701904297,-8.172334671020508,84.42884826660156,8.604484558105469,0.7432206273078918,0.6413007974624634,-10.088668823242188
-23.80731201171875,74.16019439697266,14.355964660644531,114.98479461669922,4.139805793762207,0.5574154257774353,0.5018876194953918,-5.345973491668701
-30.60047149658203,56.53458404541016,35.599891662597656,109.59439849853516,-0.4176934063434601,0.4180615842342376,0.3531801700592041,-0.4733414053916931
-34.10124206542969,35.11651611328125,54.8551139831543,99.17089080810548,-4.733858585357666,0.2136759161949157,0.2695322334766388,4.167260646820068
-27.69358253479004,17.262943267822266,71.09620666503906,106.37879943847656,-8.604484558105469,0.0557415448129177,0.176590085029602,8.288115501403809
-25.9848747253418,-6.921756267547607,81.30903625488281,84.19583892822266,-11.713979721069336,-0.1207733452320098,0.0557652898132801,11.722160339355469
-22.088184356689453,-30.45365524291992,86.5811767578125,58.7196044921875,-13.885985374450684,-0.2879979908466339,-0.0650595054030418,14.16311740875244
-11.252471923828123,-48.307228088378906,85.44181823730469,44.008636474609375,-14.925578117370604,-0.3901908099651336,-0.1580016463994979,15.47176742553711
-5.136544704437256,-66.08826446533203,78.2016830444336,10.765260696411133,-14.81419277191162,-0.4552226066589355,-0.2323553711175918,15.536735534667969
0.8439353704452515,-79.84888458251953,66.58019256591797,-23.177156448364254,-13.570394515991213,-0.4645128846168518,-0.2695322334766388,14.33017921447754
11.335823059082031,-85.18527221679688,50.91913604736328,-41.63188934326172,-11.277722358703612,-0.3716103136539459,-0.2695322334766388,11.972753524780272
17.316303253173828,-85.84843444824219,30.42097282409668,-68.13338470458984,-8.075406074523926,-0.2879979908466339,-0.2230611592531204,8.6500825881958
21.661006927490234,-82.37718963623047,8.938815116882324,-92.13385772705078,-4.241908550262451,-0.1114830896258354,-0.0929421484470367,4.557071208953857
28.850086212158203,-70.74076843261719,-12.999088287353516,-98.05242156982422,0.0556924529373645,0.0464512892067432,0.02788264490664,-0.0464060194790363
31.85074615478516,-54.80414581298828,-35.330589294433594,-103.9399185180664,4.371857643127441,0.2415466904640197,0.1580016463994979,-4.687007904052734
31.173513412475582,-36.51537322998047,-54.40972900390625,-105.83509826660156,8.483817100524902,0.4366421103477478,0.2509438097476959,-9.160548210144045
31.017229080200195,-14.18545627593994,-70.2572250366211,-93.90476989746094,12.233776092529297,0.5759959816932678,0.3624743819236755,-13.170028686523438
26.76629638671875,8.362062454223633,-81.43333435058594,-80.51421356201172,15.287578582763672,0.7153498530387878,0.4554165303707123,-16.464855194091797
19.983556747436523,29.593616485595703,-86.52938842773438,-63.5507698059082,17.41317367553711,0.8175426721572876,0.5576528906822205,-18.85012626647949
14.336482048034668,50.26562881469727,-85.23465728759766,-34.56378936767578,18.44348526000977,0.9197354912757874,0.6413007974624634,-20.065963745117188
6.501428127288818,67.32133483886719,-78.564208984375,-6.493331909179688,18.294971466064453,0.9661867618560792,0.7063603401184082,-20.05668258666992
-2.427616596221924,79.23753356933594,-66.77698516845703,19.386791229248047,16.967634201049805,0.9661867618560792,0.7621256113052368,-18.77587509155273
-9.210356712341309,87.07113647460938,-50.19408798217773,50.0048713684082,14.535730361938477,0.8825744390487671,0.7714198231697083,-16.316356658935547
-16.159799575805664,87.17475891113281,-29.758071899414062,73.69465637207031,11.203465461730955,0.7803816199302673,0.7342429757118225,-12.86374855041504
-23.00505256652832,81.97307586669922,-8.141261100769043,90.50275421142578,7.221455097198486,0.6596083045005798,0.6505950093269348,-8.63152027130127
-26.98509407043457,71.88057708740234,14.086661338806152,105.07392120361328,2.8031868934631348,0.4645128846168518,0.4832991659641266,-3.916668176651001
-29.72527885437012,55.7470817565918,36.07635498046875,110.38664245605467,-1.6243633031845093,0.2972882390022278,0.3067090809345245,0.900276780128479
-31.704879760742188,35.831485748291016,54.7308235168457,104.1107940673828,-5.81986141204834,0.0557415448129177,0.1858842968940735,5.438785552978516
-29.777374267578125,14.75536060333252,70.40222930908203,97.1669692993164,-9.55125617980957,-0.1300636082887649,0.0650595054030418,9.494671821594238
-25.453508377075195,-7.419127941131592,81.44368743896484,84.5997314453125,-12.62362289428711,-0.2787077128887176,-0.0371768586337566,12.854467391967772
-20.5357608795166,-29.707597732543945,86.60189056396484,62.77405548095703,-14.80491065979004,-0.3716103136539459,-0.1394132226705551,15.295424461364746
-13.544641494750977,-49.39522933959961,85.36930847167969,38.12113952636719,-15.918760299682615,-0.4645128846168518,-0.2323553711175918,16.59479331970215
-5.397018909454346,-66.35767364501953,78.70922088623047,10.85846710205078,-15.84450340270996,-0.4830933809280395,-0.2788264453411102,16.659761428833008
2.094209909439087,-78.92667388916016,66.88056945800781,-18.74988555908203,-14.656397819519045,-0.4645128846168518,-0.3160032927989959,15.462486267089844
10.127224922180176,-86.28363037109375,50.23551940917969,-46.6183967590332,-12.3265962600708,-0.3809005618095398,-0.3252975046634674,13.058653831481934
17.222532272338867,-86.6152114868164,29.60270500183105,-70.63440704345703,-9.03145980834961,-0.2787077128887176,-0.3160032927989959,9.698858261108398
23.348878860473636,-81.78656005859375,7.726947784423828,-90.1765365600586,-5.049449443817139,-0.1672246307134628,-0.2230611592531204,5.513035297393799
28.15201759338379,-71.05162048339844,-13.97272491455078,-101.39229583740234,-0.6868736147880554,-0.0092902574688196,-0.1394132226705551,0.881714403629303
31.590272903442383,-54.524375915527344,-35.79669189453125,-104.57682037353516,3.620009660720825,0.1950954049825668,0.0371768586337566,-3.8238561153411865
32.100799560546875,-35.51026916503906,-54.31650924682617,-102.15347290039062,7.704123020172119,0.4273518323898315,0.1394132226705551,-8.232427597045898
30.21496963500977,-13.988579750061035,-70.10185241699219,-94.58827209472656,11.370542526245115,0.5667057037353516,0.2788264453411102,-12.223345756530762
26.21409034729004,8.185909271240234,-81.0604476928711,-81.07344818115234,14.368653297424316,0.7060595750808716,0.436828076839447,-15.527454376220703
20.60869407653809,30.236055374145508,-86.301513671875,-60.87887191772461,16.484966278076172,0.7989621162414551,0.5297702550888062,-17.88488006591797
14.096846580505373,49.79934310913086,-85.30715942382812,-35.82206726074219,17.533842086791992,0.8454134464263916,0.6227123737335205,-19.10999870300293
6.470170974731445,66.79287719726562,-78.67814636230469,-7.580732345581055,17.459585189819336,0.8825744390487671,0.6691834330558777,-19.10999870300293
-1.4065589904785156,79.04065704345703,-66.93235778808594,20.52079391479492,16.234350204467773,0.7896718978881836,0.7063603401184082,-17.857036590576172
-9.262451171875,86.28363037109375,-50.100868225097656,48.87086868286133,13.885985374450684,0.6874790787696838,0.7063603401184082,-15.416080474853516
-16.326501846313477,86.50122833251953,-29.58198928833008,72.65386199951172,10.618694305419922,0.5481252074241638,0.6413007974624634,-11.963472366333008
-22.62997055053711,82.0145263671875,-7.758021354675293,91.83870697021484,6.627402305603027,0.4366421103477478,0.5390644669532776,-7.786930084228516
-27.339338302612305,71.64225006103516,14.41811180114746,104.46807861328124,2.1998519897460938,0.2601272165775299,0.4275338649749756,-3.053516149520874
-54.657840728759766,51.4468879699707,32.84470748901367,54.41660690307617,-0.3991292715072632,0.1486441195011139,0.2695322334766388,-0.1670616716146469
-85.4979476928711,31.987218856811523,52.12064743041992,-1.584497332572937,-0.3898471891880035,0.0278707724064588,0.1580016463994979,0.0371248163282871
-74.13086700439453,12.86949348449707,70.03971099853516,14.602230072021484,-0.3805651068687439,0.1393538564443588,0.1951785087585449,-0.1020932421088218
-55.470516204833984,-10.983625411987305,79.4135513305664,21.60819435119629,-0.3898471891880035,0.0929025784134864,0.1301190108060836,0.0185624081641435
-56.231101989746094,-33.075218200683594,83.53597259521484,-10.796329498291016,-0.3712830245494842,0.1765148937702179,0.1301190108060836,-0.0742496326565742
-36.89352035522461,-50.33816146850586,84.55104064941406,-5.281657695770264,-0.3712830245494842,0.1765148937702179,0.0929421484470367,-0.0556872263550758
1.4065589904785156,-66.7099838256836,79.10281372070312,23.25482749938965,-0.3805651068687439,0.1858051568269729,0.0836479291319847,-0.0278436131775379
9.16868019104004,-78.42930603027344,67.75062561035156,-2.873843193054199,-0.3620009422302246,0.1858051568269729,0.1301190108060836,-0.0742496326565742
24.932559967041016,-82.86420440673828,52.85605239868164,-9.009886741638184,-0.3712830245494842,0.2415466904640197,0.1487074345350265,-0.1484992653131485
60.31533050537109,-82.44972229003906,32.57540512084961,17.75568962097168,-0.3620009422302246,0.2415466904640197,0.1208247914910316,-0.1206556558609008
69.32772827148438,-79.09246826171875,9.094182968139648,-1.304880142211914,-0.3712830245494842,0.2043856680393219,0.1301190108060836,-0.0928120389580726
74.03709411621094,-66.8343276977539,-11.290044784545898,-7.207909107208252,-0.3620009422302246,0.1858051568269729,0.1301190108060836,-0.0742496326565742
89.91558074951172,-49.39522933959961,-32.61683654785156,13.37502098083496,-0.3527188897132873,0.1393538564443588,0.1672958582639694,-0.0742496326565742
84.46646881103516,-31.096094131469727,-52.20351028442383,1.9417859315872192,-0.3712830245494842,0.1393538564443588,0.1394132226705551,-0.0742496326565742
72.20336151123047,-8.849071502685547,-67.36738586425781,-6.912757873535156,-0.3805651068687439,0.1393538564443588,0.1487074345350265,-0.0464060194790363
69.44233703613281,13.83315086364746,-77.83915710449219,9.444847106933594,-0.3527188897132873,0.1207733452320098,0.1672958582639694,-0.0556872263550758
51.82388305664063,33.386077880859375,-84.39567565917969,1.5534287691116333,-0.3620009422302246,0.1021928340196609,0.1858842968940735,-0.0556872263550758
27.26640510559082,53.11515426635742,-83.77420043945312,-5.561275005340576,-0.3434368073940277,0.0929025784134864,0.1672958582639694,-0.064968429505825
13.10704517364502,69.19683837890625,-77.91166687011719,7.829280853271484,-0.3620009422302246,0.1114830896258354,0.1208247914910316,0.0092812040820717
-9.10616683959961,79.05101776123047,-67.58489990234375,4.349600315093994,-0.3620009422302246,0.0836123153567314,0.0929421484470367,0.0556872263550758
-35.091041564941406,84.73970794677734,-51.55096435546875,-2.9670488834381104,-0.3434368073940277,0.0464512892067432,0.0650595054030418,0.12993685901165
-49.97972869873047,83.98328399658203,-31.15637969970703,5.157383441925049,-0.3434368073940277,0.0557415448129177,0.0743537172675132,0.1206556558609008
-66.50418853759766,77.34130096435547,-9.487780570983888,2.423348903656006,-0.3434368073940277,0.0836123153567314,0.0464710742235183,0.12993685901165
-81.71586608886719,66.49237823486328,12.698710441589355,-4.178723335266113,-0.3434368073940277,0.1114830896258354,0.0371768586337566,0.0835308358073234
-83.362060546875,50.73191452026367,34.25337219238281,2.873843193054199,-0.334154725074768,0.1207733452320098,0.0371768586337566,0.0742496326565742
-81.98675537109375,30.018455505371094,52.265655517578125,2.1126630306243896,-0.3527188897132873,0.1207733452320098,0.0743537172675132,0.064968429505825
-78.23593139648438,8.72472858428955,68.11315155029297,-2.5942258834838867,-0.3527188897132873,0.1114830896258354,0.0743537172675132,0.0556872263550758
-64.22244262695312,-12.921302795410156,78.69886016845703,2.5320887565612797,-0.3248726427555084,0.0743220597505569,0.0929421484470367,0.064968429505825
-47.27080154418945,-34.1632194519043,83.84671020507812,4.256394863128662,-0.3434368073940277,0.1021928340196609,0.0743537172675132,0.0835308358073234
-29.787792205810547,-53.70578384399414,83.13201904296875,-0.5592343211174011,-0.3248726427555084,0.0743220597505569,0.0557652898132801,0.1206556558609008
-6.376400470733643,-69.23828887939453,76.91731262207031,2.3301432132720947,-0.334154725074768,0.0371610298752784,0.0557652898132801,0.1392180621623993
14.64905071258545,-79.45513153076172,65.82406616210938,1.833045959472656,-0.334154725074768,0.0371610298752784,0.0557652898132801,0.1484992653131485
31.131837844848636,-84.03509521484375,50.63947677612305,-3.774831771850586,-0.334154725074768,0.0743220597505569,0.0650595054030418,0.064968429505825
52.81368255615234,-83.0196304321289,30.887075424194336,1.2272087335586548,-0.3248726427555084,0.0929025784134864,0.0836479291319847,0.0556872263550758
