Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
83.56038665771484,-24.31863021850586,-58.0185661315918,3.0838027000427246,-0.2713665068149566,-0.6504937410354614,0.8544266223907471,0.0371240489184856
75.5399169921875,-2.9190666675567627,-72.68682098388672,0.7631632685661316,-0.0374298617243766,-0.7991780042648315,0.7429796457290649,0.0371240489184856
64.23645782470703,15.83152198791504,-82.68035125732422,-3.5198960304260254,0.1684343814849853,-0.9385694861412048,0.6686816811561584,0.0092810122296214
46.89687728881836,37.65699768066406,-85.56829833984375,-0.5139670968055725,0.4117284715175628,-1.003618836402893,0.5293729901313782,0.0185620244592428
24.539304733276367,59.10850524902344,-83.8542251586914,1.2148313522338867,0.5708053708076477,-1.003618836402893,0.3622025847434997,0.0092810122296214
2.1193981170654297,71.79241943359375,-77.31999969482422,-4.283059120178223,0.6737375259399414,-0.9013984203338624,0.148595929145813,-0.0278430357575416
-17.48503303527832,81.0378646850586,-65.06182098388672,-1.0902332067489624,0.8234569430351257,-0.8084707856178284,-0.0928724557161331,0.0
-38.04527282714844,85.7125244140625,-45.68767166137695,4.828176021575928,0.879601776599884,-0.6319081783294678,-0.3157663643360138,-0.0278430357575416
-59.12496948242188,83.46868896484375,-25.44090843200684,-0.6074156761169434,0.8702442646026611,-0.4925166666507721,-0.4457877874374389,-0.0278430357575416
-73.73219299316406,74.80497741699219,-4.487738609313965,-4.594554424285889,0.7860270738601685,-0.2509047091007232,-0.5758092403411865,-0.0278430357575416
-82.3656234741211,64.44800567626953,17.587364196777344,0.7475885152816772,0.6737375259399414,0.0092927673831582,-0.7244051694869995,0.0
-85.80445098876953,46.85050201416016,38.66519165039063,1.1369575262069702,0.505303144454956,0.2601974904537201,-0.8172776103019714,-0.0371240489184856
-84.453857421875,23.736894607543945,57.70691680908203,-3.64449405670166,0.3742986023426056,0.3995890021324157,-0.8172776103019714,-0.0278430357575416
-76.29833221435547,2.358107328414917,72.3336181640625,-1.0902332067489624,0.1497194468975067,0.5482732653617859,-0.7336924076080322,0.0
-64.94292449951172,-16.496362686157227,82.0986099243164,2.6165597438812256,-0.1497194468975067,0.687664806842804,-0.6315327286720276,-0.0092810122296214
-47.54100799560547,-38.32184219360352,85.01771545410156,-0.1557476073503494,-0.318153828382492,0.7434213757514954,-0.4736495316028595,-0.0278430357575416
-25.017208099365234,-59.74217987060547,83.24131774902344,-1.4017285108566284,-0.4304434061050415,0.7527141571044922,-0.3436280786991119,0.0092810122296214
-2.524577140808105,-72.4676513671875,76.72786712646484,4.065012454986572,-0.5801628828048706,0.6412009596824646,-0.148595929145813,0.0092810122296214
17.027908325195312,-81.93124389648438,64.26192474365234,-0.1557476073503494,-0.7018098831176758,0.5203949809074402,0.120734192430973,0.0
37.49464416503906,-86.42930603027344,45.08515167236328,-5.856110095977783,-0.7579547166824341,0.3624179363250732,0.3250536024570465,0.0092810122296214
58.64706802368164,-83.97770690917969,24.942270278930664,0.249196171760559,-0.7766696214675903,0.2230264246463775,0.4643622934818268,0.0185620244592428
73.07767486572266,-75.29322052001953,3.9891011714935294,4.158461093902588,-0.6550225615501404,-0.0278783030807971,0.5665220022201538,0.0185620244592428
81.40982055664062,-64.96741485595703,-18.096391677856445,-1.6509246826171875,-0.5427330136299133,-0.2880757749080658,0.7244051694869995,0.0464050620794296
